Class_path,Method_%,Method_fraction,Block_%,Block_fraction,Branch_%,Branch_fraction,Line_%,Line_fraction
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_args$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_args,0,(0/25),0,(0/73),0,(0/46),0,(0/104)
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_result$GetTypeInfo_resultStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_result$GetTypeInfo_resultStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_result$GetTypeInfo_resultTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/16)
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_result$GetTypeInfo_resultTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_result$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCLIService$GetTypeInfo_result,0,(0/25),0,(0/73),0,(0/46),0,(0/104)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_args$OpenSession_argsStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_args$OpenSession_argsStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_args$OpenSession_argsTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/16)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_args$OpenSession_argsTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_args$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_args,0,(0/25),0,(0/73),0,(0/46),0,(0/104)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_result$OpenSession_resultStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_result$OpenSession_resultStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_result$OpenSession_resultTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/16)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_result$OpenSession_resultTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_result$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCLIService$OpenSession_result,0,(0/25),0,(0/73),0,(0/46),0,(0/104)
org\apache\hive\service\cli\thrift\TCLIService$Processor$CancelDelegationToken,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$CancelOperation,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$CloseOperation,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$CloseSession,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$ExecuteStatement,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$FetchResults,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetCatalogs,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetColumns,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetDelegationToken,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetFunctions,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetInfo,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetOperationStatus,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetResultSetMetadata,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetSchemas,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetTables,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetTableTypes,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$GetTypeInfo,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$OpenSession,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor$RenewDelegationToken,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hive\service\cli\thrift\TCLIService$Processor,0,(0/4),0,(0/4),-,,0,(0/25)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_args$RenewDelegationToken_argsStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_args$RenewDelegationToken_argsStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_args$RenewDelegationToken_argsTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/16)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_args$RenewDelegationToken_argsTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_args$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_args,0,(0/25),0,(0/73),0,(0/46),0,(0/104)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_result$RenewDelegationToken_resultStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_result$RenewDelegationToken_resultStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_result$RenewDelegationToken_resultTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/16)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_result$RenewDelegationToken_resultTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_result$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCLIService$RenewDelegationToken_result,0,(0/25),0,(0/73),0,(0/46),0,(0/104)
org\apache\hive\service\cli\thrift\TCLIService,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TCLIServiceConstants,0,(0/2),0,(0/2),-,,0,(0/51)
org\apache\hive\service\cli\thrift\TCloseOperationReq$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TCloseOperationReq$TCloseOperationReqStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCloseOperationReq$TCloseOperationReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseOperationReq$TCloseOperationReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TCloseOperationReq$TCloseOperationReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseOperationReq$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCloseOperationReq,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TCloseOperationResp$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TCloseOperationResp$TCloseOperationRespStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCloseOperationResp$TCloseOperationRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseOperationResp$TCloseOperationRespTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TCloseOperationResp$TCloseOperationRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseOperationResp$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCloseOperationResp,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TCloseSessionReq$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TCloseSessionReq$TCloseSessionReqStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCloseSessionReq$TCloseSessionReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseSessionReq$TCloseSessionReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TCloseSessionReq$TCloseSessionReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseSessionReq$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCloseSessionReq,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TCloseSessionResp$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TCloseSessionResp$TCloseSessionRespStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TCloseSessionResp$TCloseSessionRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseSessionResp$TCloseSessionRespTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TCloseSessionResp$TCloseSessionRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCloseSessionResp$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TCloseSessionResp,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TColumn$1,0,(0/1),0,(0/17),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TColumn$_Fields,0,(0/7),0,(0/21),0,(0/13),0,(0/34)
org\apache\hive\service\cli\thrift\TColumn,0,(0/52),0,(0/216),0,(0/152),0,(0/318)
org\apache\hive\service\cli\thrift\TColumnDesc$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TColumnDesc$TColumnDescStandardScheme,0,(0/3),0,(0/28),0,(0/23),0,(0/53)
org\apache\hive\service\cli\thrift\TColumnDesc$TColumnDescStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TColumnDesc$TColumnDescTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/25)
org\apache\hive\service\cli\thrift\TColumnDesc$TColumnDescTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TColumnDesc$_Fields,0,(0/7),0,(0/17),0,(0/9),0,(0/26)
org\apache\hive\service\cli\thrift\TColumnDesc,0,(0/40),0,(0/179),0,(0/145),0,(0/248)
org\apache\hive\service\cli\thrift\TColumnValue$1,0,(0/1),0,(0/15),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TColumnValue$_Fields,0,(0/7),0,(0/20),0,(0/12),0,(0/32)
org\apache\hive\service\cli\thrift\TColumnValue,0,(0/48),0,(0/195),0,(0/136),0,(0/286)
org\apache\hive\service\cli\thrift\TDoubleColumn$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TDoubleColumn$TDoubleColumnStandardScheme,0,(0/3),0,(0/25),0,(0/17),0,(0/43)
org\apache\hive\service\cli\thrift\TDoubleColumn$TDoubleColumnStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TDoubleColumn$TDoubleColumnTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\thrift\TDoubleColumn$TDoubleColumnTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TDoubleColumn$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TDoubleColumn,0,(0/35),0,(0/133),0,(0/93),0,(0/165)
org\apache\hive\service\cli\thrift\TDoubleValue$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TDoubleValue$TDoubleValueStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/25)
org\apache\hive\service\cli\thrift\TDoubleValue$TDoubleValueStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TDoubleValue$TDoubleValueTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/15)
org\apache\hive\service\cli\thrift\TDoubleValue$TDoubleValueTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TDoubleValue$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TDoubleValue,0,(0/24),0,(0/62),0,(0/38),0,(0/102)
org\apache\hive\service\cli\thrift\TExecuteStatementReq$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TExecuteStatementReq$TExecuteStatementReqStandardScheme,0,(0/3),0,(0/36),0,(0/29),0,(0/65)
org\apache\hive\service\cli\thrift\TExecuteStatementReq$TExecuteStatementReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TExecuteStatementReq$TExecuteStatementReqTupleScheme,0,(0/3),0,(0/20),0,(0/16),0,(0/38)
org\apache\hive\service\cli\thrift\TExecuteStatementReq$TExecuteStatementReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TExecuteStatementReq$_Fields,0,(0/7),0,(0/17),0,(0/9),0,(0/26)
org\apache\hive\service\cli\thrift\TExecuteStatementReq,0,(0/42),0,(0/189),0,(0/151),0,(0/258)
org\apache\hive\service\cli\thrift\TExecuteStatementResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TExecuteStatementResp$TExecuteStatementRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TExecuteStatementResp$TExecuteStatementRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TExecuteStatementResp$TExecuteStatementRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TExecuteStatementResp$TExecuteStatementRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TExecuteStatementResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TExecuteStatementResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TFetchOrientation,0,(0/4),0,(0/11),0,(0/7),0,(0/19)
org\apache\hive\service\cli\thrift\TFetchResultsReq$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TFetchResultsReq$TFetchResultsReqStandardScheme,0,(0/3),0,(0/27),0,(0/21),0,(0/52)
org\apache\hive\service\cli\thrift\TFetchResultsReq$TFetchResultsReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TFetchResultsReq$TFetchResultsReqTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/25)
org\apache\hive\service\cli\thrift\TFetchResultsReq$TFetchResultsReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TFetchResultsReq$_Fields,0,(0/7),0,(0/17),0,(0/9),0,(0/26)
org\apache\hive\service\cli\thrift\TFetchResultsReq,0,(0/40),0,(0/169),0,(0/137),0,(0/247)
org\apache\hive\service\cli\thrift\TFetchResultsResp$1,0,(0/1),0,(0/7),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TFetchResultsResp$TFetchResultsRespStandardScheme,0,(0/3),0,(0/25),0,(0/20),0,(0/46)
org\apache\hive\service\cli\thrift\TFetchResultsResp$TFetchResultsRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TFetchResultsResp$TFetchResultsRespTupleScheme,0,(0/3),0,(0/15),0,(0/12),0,(0/27)
org\apache\hive\service\cli\thrift\TFetchResultsResp$TFetchResultsRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TFetchResultsResp$_Fields,0,(0/7),0,(0/16),0,(0/8),0,(0/24)
org\apache\hive\service\cli\thrift\TFetchResultsResp,0,(0/35),0,(0/143),0,(0/112),0,(0/200)
org\apache\hive\service\cli\thrift\TGetCatalogsReq$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetCatalogsReq$TGetCatalogsReqStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TGetCatalogsReq$TGetCatalogsReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetCatalogsReq$TGetCatalogsReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TGetCatalogsReq$TGetCatalogsReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetCatalogsReq$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetCatalogsReq,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TGetCatalogsResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetCatalogsResp$TGetCatalogsRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetCatalogsResp$TGetCatalogsRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetCatalogsResp$TGetCatalogsRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetCatalogsResp$TGetCatalogsRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetCatalogsResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetCatalogsResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TGetColumnsReq$1,0,(0/1),0,(0/11),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetColumnsReq$TGetColumnsReqStandardScheme,0,(0/3),0,(0/38),0,(0/36),0,(0/66)
org\apache\hive\service\cli\thrift\TGetColumnsReq$TGetColumnsReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetColumnsReq$TGetColumnsReqTupleScheme,0,(0/3),0,(0/27),0,(0/24),0,(0/40)
org\apache\hive\service\cli\thrift\TGetColumnsReq$TGetColumnsReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetColumnsReq$_Fields,0,(0/7),0,(0/18),0,(0/10),0,(0/28)
org\apache\hive\service\cli\thrift\TGetColumnsReq,0,(0/45),0,(0/227),0,(0/188),0,(0/287)
org\apache\hive\service\cli\thrift\TGetColumnsResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetColumnsResp$TGetColumnsRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetColumnsResp$TGetColumnsRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetColumnsResp$TGetColumnsRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetColumnsResp$TGetColumnsRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetColumnsResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetColumnsResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TGetDelegationTokenReq$1,0,(0/1),0,(0/7),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetDelegationTokenReq$TGetDelegationTokenReqStandardScheme,0,(0/3),0,(0/24),0,(0/18),0,(0/44)
org\apache\hive\service\cli\thrift\TGetDelegationTokenReq$TGetDelegationTokenReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetDelegationTokenReq$TGetDelegationTokenReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/15)
org\apache\hive\service\cli\thrift\TGetDelegationTokenReq$TGetDelegationTokenReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetDelegationTokenReq$_Fields,0,(0/7),0,(0/16),0,(0/8),0,(0/24)
org\apache\hive\service\cli\thrift\TGetDelegationTokenReq,0,(0/35),0,(0/151),0,(0/118),0,(0/200)
org\apache\hive\service\cli\thrift\TGetDelegationTokenResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetDelegationTokenResp$TGetDelegationTokenRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/36)
org\apache\hive\service\cli\thrift\TGetDelegationTokenResp$TGetDelegationTokenRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetDelegationTokenResp$TGetDelegationTokenRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/19)
org\apache\hive\service\cli\thrift\TGetDelegationTokenResp$TGetDelegationTokenRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetDelegationTokenResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetDelegationTokenResp,0,(0/30),0,(0/113),0,(0/83),0,(0/152)
org\apache\hive\service\cli\thrift\TGetFunctionsReq$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetFunctionsReq$TGetFunctionsReqStandardScheme,0,(0/3),0,(0/31),0,(0/27),0,(0/55)
org\apache\hive\service\cli\thrift\TGetFunctionsReq$TGetFunctionsReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetFunctionsReq$TGetFunctionsReqTupleScheme,0,(0/3),0,(0/15),0,(0/12),0,(0/29)
org\apache\hive\service\cli\thrift\TGetFunctionsReq$TGetFunctionsReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetFunctionsReq$_Fields,0,(0/7),0,(0/17),0,(0/9),0,(0/26)
org\apache\hive\service\cli\thrift\TGetFunctionsReq,0,(0/40),0,(0/189),0,(0/153),0,(0/244)
org\apache\hive\service\cli\thrift\TGetFunctionsResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetFunctionsResp$TGetFunctionsRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetFunctionsResp$TGetFunctionsRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetFunctionsResp$TGetFunctionsRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetFunctionsResp$TGetFunctionsRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetFunctionsResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetFunctionsResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TGetInfoReq$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetInfoReq$TGetInfoReqStandardScheme,0,(0/3),0,(0/19),0,(0/13),0,(0/35)
org\apache\hive\service\cli\thrift\TGetInfoReq$TGetInfoReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetInfoReq$TGetInfoReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/12)
org\apache\hive\service\cli\thrift\TGetInfoReq$TGetInfoReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetInfoReq$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetInfoReq,0,(0/30),0,(0/113),0,(0/83),0,(0/153)
org\apache\hive\service\cli\thrift\TGetInfoResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetInfoResp$TGetInfoRespStandardScheme,0,(0/3),0,(0/19),0,(0/13),0,(0/36)
org\apache\hive\service\cli\thrift\TGetInfoResp$TGetInfoRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetInfoResp$TGetInfoRespTupleScheme,0,(0/3),0,(0/3),-,,0,(0/13)
org\apache\hive\service\cli\thrift\TGetInfoResp$TGetInfoRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetInfoResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetInfoResp,0,(0/30),0,(0/113),0,(0/83),0,(0/153)
org\apache\hive\service\cli\thrift\TGetInfoType,0,(0/4),0,(0/52),0,(0/48),0,(0/101)
org\apache\hive\service\cli\thrift\TGetInfoValue$1,0,(0/1),0,(0/13),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetInfoValue$_Fields,0,(0/7),0,(0/19),0,(0/11),0,(0/30)
org\apache\hive\service\cli\thrift\TGetInfoValue,0,(0/44),0,(0/164),0,(0/110),0,(0/237)
